userid,score,City,Gender,Age,Objects,Balance,Products,estimated_salary
15661050,676,Ярославль,М,40,8,114005.78,1,67998.45
15713559,651,Ростов Великий,Ж,42,1,116646.76,1,44731.8
15649869,717,Рыбинск,Ж,49,1,110864.38,2,124532.9
15657748,594,Ярославль,М,23,5,156267.59,1,160968.44
15767877,716,Ярославль,Ж,44,3,109528.28,1,27341.63
15666296,668,Ярославль,Ж,35,6,102482.76,1,53994.64
15735754,678,Ростов Великий,М,23,10,115563.71,1,91633.53
15679492,545,Ярославль,М,23,2,,2,189613.12
15690210,613,Ярославль,Ж,40,9,95624.36,2,60706.33
15619450,687,Рыбинск,Ж,21,8,,2,154767.34
15627783,715,Ярославль,М,28,7,160376.61,1,196853.11
15786712,618,Ростов Великий,М,41,8,37702.79,1,195775.48
15836617,721,Ярославль,Ж,35,6,118273.83,1,3086.89
15619253,445,Ростов Великий,Ж,34,7,131082.17,2,70618.0
15673808,690,Ярославль,М,38,1,94456.0,2,55034.02
15773130,709,Ярославль,Ж,43,8,,2,168035.62
15674196,671,Рыбинск,Ж,42,3,,2,128449.33
15734738,538,Ярославль,М,33,6,93791.38,1,199249.29
15638018,735,Ярославль,Ж,33,4,,2,149474.69
15832284,592,Ярославль,Ж,37,7,,2,126726.33
15800771,747,Ярославль,М,61,7,155973.13,1,147554.26
15660254,675,Ростов Великий,М,36,7,89409.95,1,149399.7
15694538,632,Рыбинск,Ж,39,5,97854.37,2,93536.38
15674549,621,Ярославль,М,39,6,,2,58883.91
15772404,521,Рыбинск,М,29,3,60280.62,1,154271.41
15784464,591,Рыбинск,М,36,7,135216.8,1,122022.89
15619412,706,Ростов Великий,Ж,28,6,124923.35,2,50299.14
15754114,677,Ярославль,М,38,4,,2,187800.63
15808256,769,Ростов Великий,М,27,7,188614.07,1,171344.09
15699462,771,Ярославль,М,32,5,62321.62,1,40920.59
15690578,601,Ростов Великий,Ж,48,8,120782.7,1,63940.68
15762045,670,Ярославль,Ж,42,1,115961.58,2,29483.87
15791454,517,Ярославль,М,28,2,115062.61,1,179056.23
15637140,834,Ярославль,Ж,49,8,160602.25,2,129273.94
15793894,571,Ярославль,Ж,42,4,108825.34,3,55558.51
15636206,576,Ростов Великий,Ж,36,8,166287.85,1,23305.85
15737865,718,Ярославль,Ж,31,1,152663.77,1,17128.64
15683601,636,Ростов Великий,Ж,31,9,80844.69,2,74641.9
15756816,566,Ростов Великий,Ж,40,2,97001.36,2,154486.01
15691457,711,Ярославль,М,64,4,,2,3185.67
15844202,574,Ярославль,Ж,39,2,122524.61,2,88463.63
15792984,619,Ярославль,Ж,35,8,132292.63,1,65682.93
15801462,588,Ярославль,Ж,24,0,,2,140586.08
15824289,760,Ростов Великий,Ж,49,9,91502.99,1,117232.9
15691857,665,Ярославль,М,52,3,,1,116137.01
15717547,739,Ростов Великий,М,29,3,59385.98,2,105533.96
15688773,641,Ярославль,М,77,9,,3,81514.06
15765314,685,Ростов Великий,Ж,21,6,97956.5,1,164966.27
15708431,594,Ярославль,Ж,49,4,,2,23631.55
15843798,557,Рыбинск,Ж,40,4,,2,105433.53
15705691,697,Ярославль,М,27,8,141223.68,2,90591.15
15813045,656,Ярославль,М,18,10,151762.74,1,127014.32
15700122,712,Ростов Великий,М,43,1,141749.74,2,90905.26
15820533,689,Рыбинск,М,38,5,75075.14,1,8651.92
15826691,697,Ярославль,Ж,25,4,165686.11,2,15467.98
15847252,589,Ярославль,М,38,2,,1,79915.28
15724494,525,Рыбинск,Ж,25,10,,2,69361.95
15673057,680,Ярославль,М,44,3,,2,86935.08
15630984,617,Ярославль,Ж,28,0,,2,7597.83
15634668,680,Ярославль,М,32,5,92961.61,1,116957.6
15853083,662,Рыбинск,Ж,30,9,,2,157884.83
15638039,736,Ростов Великий,М,46,5,130812.91,1,77981.54
15677686,657,Ростов Великий,М,57,8,107174.58,1,126369.55
15728108,350,Рыбинск,М,54,1,152677.48,1,191973.49
15788563,617,Ярославль,М,30,3,132005.77,1,142940.39
15798604,562,Ярославль,М,35,7,,1,48869.67
15777958,705,Рыбинск,Ж,23,5,,2,73131.73
15647540,516,Ярославль,Ж,33,7,127305.5,1,120037.36
15761680,573,Ярославль,Ж,37,6,,2,193995.37
15721362,538,Рыбинск,Ж,31,0,,2,179453.66
15614286,699,Ярославль,М,39,9,,1,80963.92
15765789,504,Ростов Великий,М,32,8,170291.22,2,15658.99
15704264,583,Рыбинск,М,47,5,102562.23,1,92708.1
15796913,712,Рыбинск,М,53,2,111061.01,2,26542.17
15726280,626,Рыбинск,М,62,3,,1,65010.74
15750784,631,Ярославль,Ж,34,4,124379.14,1,106892.91
15743845,663,Ярославль,Ж,37,7,,1,185210.63
15642846,506,Ростов Великий,Ж,41,3,57745.76,1,4035.46
15694269,570,Ростов Великий,Ж,50,5,129293.74,1,177805.44
15820640,703,Ярославль,Ж,45,7,,2,68831.72
15698310,698,Ростов Великий,Ж,40,8,150777.1,1,114732.62
15612159,731,Рыбинск,М,41,4,,2,22299.27
15760842,625,Ярославль,М,34,6,,2,197283.2
15627803,634,Рыбинск,М,31,9,108632.48,1,179485.96
15718237,616,Ярославль,М,59,5,153861.1,1,17699.48
15675969,500,Ярославль,М,56,1,100374.58,1,118490.8
15709870,446,Ярославль,М,32,8,,2,133292.94
15701841,669,Ярославль,Ж,47,9,61196.54,1,58170.24
15618145,581,Ростов Великий,М,31,6,116891.72,1,107137.3
15795078,704,Ростов Великий,Ж,54,6,133656.91,3,145071.33
15697587,748,Ярославль,М,44,2,92911.52,1,85495.24
15784165,680,Рыбинск,Ж,31,9,119825.75,2,101139.3
15725092,655,Ярославль,Ж,37,7,111852.84,2,10511.13
15849183,690,Ростов Великий,М,32,0,106683.52,2,137916.49
15842965,695,Ростов Великий,М,40,7,139022.24,1,193383.13
15706177,700,Ростов Великий,Ж,40,4,148571.07,1,189826.96
15834727,773,Ярославль,М,52,4,,1,144113.42
15817818,749,Ярославль,М,42,1,129776.72,2,143538.51
15622442,611,Ярославль,Ж,46,5,,1,77677.14
15760983,606,Рыбинск,Ж,46,8,,2,183717.94
15798458,554,Ярославль,М,24,10,,1,92180.62
15624995,567,Ярославль,Ж,37,7,,2,28690.9
15759730,559,Рыбинск,М,24,3,114739.92,1,85891.02
15629616,594,Ростов Великий,М,41,2,122545.65,2,42050.24
15756590,513,Ярославль,Ж,37,6,,2,110142.34
15823571,652,Ростов Великий,Ж,26,1,131908.35,1,179269.79
15718632,680,Ростов Великий,Ж,42,7,105722.69,1,90558.24
15701195,784,Рыбинск,М,33,10,,2,162022.47
15700793,812,Рыбинск,Ж,44,8,,3,66926.83
15844503,784,Рыбинск,Ж,40,8,,2,108891.3
15611914,570,Ярославль,Ж,18,4,82767.42,1,71811.9
15774214,712,Ярославль,Ж,42,1,87842.98,1,92223.59
15853972,705,Рыбинск,М,39,6,133261.13,1,78065.9
15789485,681,Рыбинск,Ж,32,3,,2,59679.9
15705494,620,Ярославль,М,41,0,97925.11,1,85000.32
15752123,711,Ярославль,М,52,5,,1,159808.95
15614829,613,Ярославль,Ж,24,7,140453.91,1,129001.3
15756562,613,Ростов Великий,Ж,20,0,117356.19,1,113557.7
15612941,682,Рыбинск,М,36,5,,2,147758.51
15632084,850,Рыбинск,М,37,4,137204.77,1,28865.59
15847346,601,Ярославль,Ж,41,1,,2,160607.06
15743590,595,Рыбинск,М,35,8,,1,100015.79
15801572,675,Рыбинск,М,36,3,54098.18,2,54478.52
15815669,591,Рыбинск,М,31,8,,1,141677.33
15851742,602,Ярославль,М,23,7,113758.48,2,84077.6
15732348,554,Рыбинск,Ж,34,8,,1,106981.03
15787350,541,Ярославль,М,37,9,118636.92,1,73551.44
15746986,506,Ярославль,М,34,7,,2,115842.1
15742991,814,Ростов Великий,М,44,8,95488.82,2,107013.59
15712146,683,Ярославль,М,30,8,110829.52,2,24938.84
15850331,485,Ростов Великий,М,51,7,144244.59,2,51113.14
15707259,696,Ростов Великий,Ж,31,8,122021.92,2,33828.64
15685569,608,Ярославль,Ж,30,8,,2,128875.86
15648015,792,Ярославль,М,50,9,,4,194700.81
15756380,686,Рыбинск,М,22,5,,2,158974.45
15793202,790,Ростов Великий,М,42,1,85839.62,1,198182.73
15781790,654,Ярославль,Ж,29,4,96974.97,1,141404.07
15655507,452,Ярославль,М,35,4,148172.44,1,4175.68
15831219,719,Рыбинск,М,38,0,,1,126876.47
15775568,707,Ярославль,Ж,40,5,,2,41052.82
15815628,699,Ярославль,Ж,49,2,,1,105760.01
15756579,850,Рыбинск,М,30,2,,2,27937.12
15610729,828,Рыбинск,М,28,8,134766.85,1,79355.87
15660339,850,Ростов Великий,М,30,5,123210.56,2,102180.27
15787719,712,Рыбинск,М,47,1,139887.01,1,95719.73
15673155,634,Ярославль,М,44,9,149961.11,1,57121.51
15781564,730,Ростов Великий,М,45,6,152880.97,1,162478.11
15820761,685,Ростов Великий,М,43,9,108589.47,2,194808.51
15842215,809,Рыбинск,М,33,9,,1,124045.65
15727005,707,Рыбинск,Ж,35,3,56674.48,1,17987.4
15805481,648,Рыбинск,М,32,8,,1,133653.38
15789706,760,Рыбинск,Ж,57,1,,2,25101.17
15767760,805,Ростов Великий,Ж,33,3,105663.56,2,33330.89
15634852,585,Ярославль,Ж,39,7,,2,2401.26
15667127,595,Рыбинск,Ж,30,5,100683.54,1,178361.04
15610158,630,Ярославль,М,42,6,,2,162697.93
15655363,627,Ростов Великий,М,29,5,139541.58,2,80607.33
15617615,631,Ростов Великий,Ж,37,2,121801.72,2,23146.62
15787843,776,Ростов Великий,М,38,5,112281.7,1,89893.6
15777227,676,Рыбинск,Ж,36,4,,2,3173.31
15718056,758,Рыбинск,Ж,40,5,93499.82,2,123218.81
15686560,637,Ярославль,М,33,0,132255.99,2,74588.41
15686174,850,Ярославль,М,20,7,,2,31288.77
15764466,601,Рыбинск,Ж,44,4,,2,58561.31
15723463,735,Ярославль,М,49,5,121973.28,1,148804.36
15795244,614,Ростов Великий,М,32,7,99462.8,2,51117.06
15851582,672,Ростов Великий,Ж,21,3,165878.76,2,164537.17
15769987,642,Ярославль,М,30,8,117494.27,1,61977.82
15706225,633,Ростов Великий,Ж,29,0,138577.34,1,193362.99
15726413,769,Рыбинск,М,39,9,,1,47722.79
15639150,796,Рыбинск,М,41,8,107525.07,1,18510.41
15773375,715,Ярославль,М,23,7,139224.92,2,65057.71
15714868,695,Ярославль,Ж,42,7,121453.63,1,46374.64
15785374,747,Ярославль,Ж,25,4,,2,42039.67
15621339,584,Ростов Великий,Ж,54,1,77354.37,1,138192.98
15768824,476,Ярославль,М,40,6,,1,22735.45
15725269,850,Ярославль,Ж,39,7,79259.99,1,186910.74
15815731,529,Ярославль,М,30,2,116295.29,1,75285.47
15808430,584,Рыбинск,Ж,59,1,,1,130260.11
15702222,586,Ростов Великий,М,34,9,74309.81,1,15034.93
15611699,674,Ростов Великий,М,34,2,152797.9,1,175709.4
15746556,552,Ярославль,М,42,9,133701.07,2,101069.71
15612146,601,Ростов Великий,Ж,33,7,114430.18,2,153012.13
15674992,541,Ярославль,М,29,7,127504.57,1,86173.92
15767202,744,Ростов Великий,Ж,41,2,84113.41,1,197548.63
15820375,595,Рыбинск,Ж,23,10,101126.66,2,37042.8
15845237,724,Ростов Великий,М,33,5,103564.83,2,121085.72
15821146,533,Рыбинск,Ж,52,7,,1,194113.99
15713438,618,Ярославль,М,37,2,168178.21,2,101273.23
15747499,523,Ростов Великий,Ж,39,1,143903.11,1,118711.75
15688280,642,Ростов Великий,Ж,30,5,129753.69,1,582.53
15800382,584,Ярославль,М,35,9,,2,192381.21
15743857,521,Ярославль,М,38,5,110641.18,1,136507.69
15839049,662,Ярославль,Ж,36,4,166909.2,2,138871.12
15858396,758,Ярославль,Ж,34,1,154139.45,1,60728.89
15645580,717,Ярославль,М,38,7,97459.06,1,189175.71
15678974,611,Ярославль,М,40,1,,2,102547.56
15812837,766,Ростов Великий,М,43,6,112088.04,2,36706.56
15688279,636,Ярославль,Ж,34,3,,2,44756.25
15639133,814,Ярославль,Ж,48,7,,2,132870.15
15813261,760,Рыбинск,М,28,1,141038.57,2,16287.38
15727003,607,Ростов Великий,М,39,2,84468.67,2,121945.42
15732716,725,Рыбинск,Ж,36,4,118520.26,1,131173.9
15675996,600,Ярославль,М,37,1,142663.46,1,88669.89
15799207,656,Ростов Великий,М,27,4,118627.16,2,160835.3
15764039,640,Рыбинск,М,34,1,137523.02,1,24761.36
15844992,439,Ярославль,М,28,7,110976.23,2,138526.96
15768400,549,Ярославль,Ж,38,8,107283.4,1,157442.75
15717587,622,Ярославль,М,38,5,,2,105295.77
15744682,715,Ярославль,М,34,4,124314.45,1,97782.92
15791683,657,Ярославль,Ж,41,5,95858.37,1,68255.88
15716078,703,Ярославль,М,36,2,,2,108790.95
15643744,802,Ярославль,М,33,8,,2,143706.18
15814372,793,Рыбинск,Ж,36,0,,1,148993.47
15684738,554,Ярославль,Ж,35,6,117707.18,2,95277.15
15736117,533,Рыбинск,М,38,1,135289.33,2,152956.33
15650427,658,Ярославль,М,36,8,174060.46,1,94925.62
15632116,713,Ростов Великий,М,40,3,114446.84,2,87308.18
15646582,711,Рыбинск,М,37,2,,2,83978.86
15796285,669,Ярославль,М,25,1,157848.53,1,37543.93
15768091,439,Ярославль,Ж,43,8,,1,104889.3
15815753,763,Рыбинск,Ж,37,6,,2,149705.25
15668377,697,Ростов Великий,Ж,74,3,108071.36,2,16445.79
15819203,702,Рыбинск,Ж,35,8,14262.8,2,54689.16
15789187,686,Рыбинск,М,41,7,102749.72,1,194913.86
15820658,629,Рыбинск,М,36,1,161757.87,2,146371.72
15649577,823,Ярославль,М,38,1,,2,156603.7
15800384,683,Ростов Великий,Ж,35,5,95698.79,1,182566.76
15719909,555,Ярославль,М,37,9,124969.13,1,60194.05
15806906,647,Ростов Великий,М,44,4,93960.35,1,36579.53
15653182,714,Ярославль,Ж,51,4,88308.87,3,5862.53
15655512,850,Рыбинск,Ж,39,10,,2,143030.09
15836858,713,Ярославль,Ж,59,3,,2,62700.08
15817667,452,Ярославль,М,30,7,112935.87,1,99017.34
15821983,683,Рыбинск,Ж,24,8,98567.1,1,187987.01
15749814,577,Ярославль,Ж,26,1,180530.51,1,123454.62
15647999,552,Ярославль,М,33,5,140931.57,1,10921.5
15650117,769,Ростов Великий,Ж,31,7,148913.72,2,53817.23
15726207,691,Ярославль,М,38,7,,2,81617.4
15647773,818,Ярославль,Ж,49,2,,1,192298.84
15618821,739,Ярославль,М,41,5,,2,143882.25
15813171,639,Ярославль,Ж,50,6,115335.32,2,53130.41
15635730,651,Ярославль,Ж,65,0,,2,190454.04
15666804,779,Ярославль,Ж,26,0,,2,111906.0
15637957,850,Ростов Великий,Ж,33,7,134678.13,1,113177.95
15679867,829,Ярославль,М,38,9,,2,30529.88
15656207,579,Ростов Великий,М,31,2,90547.48,2,18800.13
15626235,510,Ярославль,М,32,9,103324.78,1,46127.7
15795552,531,Ярославль,М,29,3,114590.58,1,75585.48
15846811,628,Ростов Великий,Ж,36,3,91286.51,1,63085.94
15843253,633,Рыбинск,М,32,5,163340.12,2,74415.2
15755055,714,Рыбинск,М,45,8,150900.29,2,139889.15
15840125,604,Рыбинск,М,23,9,124577.33,1,7267.25
15664168,630,Рыбинск,М,35,1,,2,186826.22
15822126,850,Рыбинск,Ж,31,4,91292.7,1,162149.07
15753955,788,Ростов Великий,Ж,57,8,93716.72,1,180150.49
15813234,798,Ярославль,Ж,37,4,111723.08,1,83478.12
15721463,770,Ростов Великий,М,45,4,110765.68,1,26163.74
15616629,569,Ростов Великий,М,25,9,173459.45,2,44381.06
15782840,425,Рыбинск,Ж,22,7,169649.73,2,136365.0
15835385,547,Рыбинск,Ж,31,9,,2,99294.22
15648011,725,Ростов Великий,М,45,8,116917.07,1,173464.43
15615203,506,Ярославль,М,37,5,,2,127543.81
15780955,632,Ярославль,Ж,36,7,,2,52526.65
15643446,620,Ярославль,М,22,0,,1,32589.45
15847130,663,Ростов Великий,М,32,8,130627.66,1,47161.25
15736924,700,Рыбинск,Ж,46,5,56580.95,2,45424.13
15626454,696,Ростов Великий,М,38,6,142316.14,1,8018.49
15845214,767,Рыбинск,М,31,6,,2,195668.0
15662079,561,Ярославль,М,56,7,152759.0,2,133167.11
15801549,350,Ростов Великий,М,39,0,109733.2,2,123602.11
15804110,706,Ярославль,М,54,9,117444.51,1,186238.85
15611945,464,Рыбинск,Ж,34,5,76001.57,1,158668.87
15831275,501,Ярославль,Ж,34,3,107747.57,1,9249.36
15789958,745,Рыбинск,Ж,35,8,,2,116581.1
15812082,587,Ярославль,Ж,36,1,134997.49,2,44688.08
15742370,667,Ярославль,Ж,48,2,,2,148608.39
15631812,737,Ярославль,М,36,9,,1,188670.9
15855074,485,Рыбинск,Ж,30,7,,1,107067.37
15801581,590,Рыбинск,Ж,37,0,64345.21,1,61759.33
15728580,518,Ростов Великий,Ж,35,8,141665.63,1,192776.64
15625826,581,Рыбинск,Ж,29,8,,2,46735.19
15630317,785,Ростов Великий,Ж,33,5,136624.6,2,169117.74
15676376,799,Ярославль,Ж,52,4,161209.66,1,89081.41
15616477,698,Рыбинск,М,38,10,95010.92,1,105227.86
15676310,730,Ярославль,Ж,41,4,167545.32,1,128246.81
15754191,740,Ростов Великий,Ж,36,4,109044.6,1,94554.74
15613337,785,Ярославль,Ж,47,9,122031.55,1,33823.5
15733661,527,Рыбинск,Ж,29,2,27755.97,1,97468.44
15752074,544,Ярославль,Ж,29,1,118560.55,1,164137.36
15823482,705,Ярославль,М,61,4,,2,191313.7
15724692,684,Ярославль,М,34,9,,2,65257.57
15820926,639,Рыбинск,Ж,28,8,97840.72,1,178222.77
15829588,565,Ростов Великий,Ж,38,2,158651.29,2,179445.28
15769230,481,Ярославль,М,44,9,175303.06,1,65500.53
15683919,731,Рыбинск,М,25,8,96950.21,1,97877.92
15848048,607,Ярославль,М,45,7,123859.6,1,113051.57
15679308,760,Ярославль,Ж,32,7,,2,105969.05
15675311,559,Ярославль,Ж,70,9,,1,122996.76
15782900,715,Ярославль,Ж,33,3,85227.84,1,68087.15
15617683,656,Ярославль,М,36,8,97786.08,2,21478.36
15640645,652,Ростов Великий,М,33,7,128135.99,1,158437.73
15825310,624,Рыбинск,М,33,6,,2,76551.7
15777735,634,Рыбинск,М,36,2,85996.19,1,15887.68
15749329,850,Рыбинск,Ж,50,10,,2,33741.84
15809422,659,Ростов Великий,Ж,39,1,104502.11,1,20652.69
15633004,529,Рыбинск,М,35,5,95772.97,1,112781.5
15805791,572,Рыбинск,М,31,5,98108.79,1,119996.95
15707490,640,Ростов Великий,М,39,9,131607.28,4,6981.43
15686366,770,Рыбинск,М,55,9,63127.41,2,185211.28
15683779,648,Рыбинск,М,35,7,,2,78436.36
15810831,579,Ярославль,М,31,9,,1,139048.0
15854050,589,Ростов Великий,Ж,36,9,140355.56,2,136329.96
15712658,530,Рыбинск,Ж,36,2,,2,14721.8
15749850,831,Ярославль,М,30,2,,2,3430.38
15713338,790,Ростов Великий,М,24,7,107418.27,1,160450.21
15756215,656,Ярославль,М,35,6,,2,1485.27
15706566,563,Рыбинск,М,32,6,,2,19720.08
15609694,667,Рыбинск,М,39,7,167557.12,1,41183.02
15723654,613,Рыбинск,М,34,8,117300.02,1,139410.08
15706657,429,Ярославль,М,60,7,,2,163691.48
15759060,665,Ярославль,Ж,23,9,143672.9,1,115147.33
15839705,731,Ярославль,М,33,4,,2,74945.11
15617519,584,Ярославль,Ж,37,1,,2,180363.56
15816223,634,Ростов Великий,Ж,31,8,76798.92,1,196021.73
15845222,488,Ярославль,М,34,3,,2,125979.36
15826134,535,Рыбинск,Ж,49,7,115309.75,1,111421.77
15692154,776,Ярославль,Ж,29,7,178171.04,2,115818.51
15647324,850,Рыбинск,Ж,38,3,,2,179360.76
15778164,673,Рыбинск,Ж,37,0,,2,82351.06
15671814,850,Ростов Великий,Ж,45,5,127258.79,1,192744.23
15849616,627,Рыбинск,Ж,30,6,,1,113408.47
15797735,570,Ярославль,Ж,33,8,,1,124641.42
15823770,796,Рыбинск,М,67,5,,2,54871.02
15664753,773,Рыбинск,Ж,33,10,,1,98820.09
15748621,752,Рыбинск,М,36,2,,2,45570.84
15720118,625,Рыбинск,Ж,69,1,107569.96,1,182336.45
15609579,535,Ростов Великий,М,20,9,134874.4,1,118825.56
15651123,786,Ярославль,Ж,29,4,,2,103372.79
15853522,620,Ярославль,Ж,67,3,,2,43486.73
15669719,605,Рыбинск,Ж,48,6,,2,40062.99
15816341,670,Рыбинск,Ж,32,3,,2,46175.7
15853997,617,Рыбинск,М,42,0,70105.87,1,120830.73
15633342,595,Ярославль,М,41,9,,2,5967.09
15619380,687,Ростов Великий,Ж,29,4,78939.15,1,122134.56
15793000,757,Ростов Великий,М,30,6,105128.85,2,62972.13
15784290,746,Рыбинск,М,31,2,113836.27,1,174815.54
15811787,503,Рыбинск,М,25,7,,1,192841.13
15854934,543,Ростов Великий,М,48,1,100900.5,1,33310.72
15742508,428,Ростов Великий,Ж,40,3,129248.11,2,72876.43
15786841,768,Ярославль,Ж,28,3,109118.05,2,50911.41
15782594,618,Ярославль,М,56,7,,1,142400.27
15766456,591,Ярославль,Ж,31,7,,2,48778.46
15681091,658,Ярославль,Ж,35,5,126397.66,1,156361.58
15848373,625,Ярославль,М,36,9,108546.16,3,133807.77
15672311,717,Ярославль,М,36,2,148061.89,1,179128.69
15628979,667,Ярославль,М,44,8,122277.87,1,91810.71
15800667,804,Ярославль,М,24,3,,2,173195.33
15758759,693,Ярославль,М,31,1,,2,182270.88
15690518,729,Ростов Великий,М,36,8,152899.24,2,177130.33
15759345,484,Ростов Великий,М,54,3,134388.11,1,49954.79
15666527,632,Рыбинск,Ж,40,3,109740.62,1,141896.74
15669998,536,Ростов Великий,М,23,6,92366.72,2,120661.71
15695429,573,Ярославль,Ж,26,4,129109.02,1,149814.68
15629729,655,Рыбинск,Ж,56,5,,2,41782.7
15858296,666,Ростов Великий,М,74,7,105102.5,1,46172.47
15627666,726,Ростов Великий,М,30,5,111375.32,2,2704.09
15841767,523,Ярославль,М,39,3,,2,6726.53
15853193,728,Ростов Великий,Ж,33,9,150412.14,2,170764.08
15740615,701,Ярославль,М,30,3,156660.72,2,45742.42
15637638,518,Ярославль,М,38,3,90957.81,1,162304.59
15842446,739,Ярославль,М,37,7,104960.46,1,80883.82
15702387,531,Ростов Великий,Ж,31,7,117052.82,1,118508.09
15688692,452,Рыбинск,М,44,3,88915.85,1,69697.74
15694449,684,Ярославль,М,45,6,148071.39,1,183575.01
15780001,728,Ростов Великий,М,39,6,152182.83,1,161203.6
15730046,783,Рыбинск,М,39,9,,2,143752.77
15650083,734,Ярославль,М,22,5,130056.23,1,121894.31
15741057,648,Ростов Великий,М,34,3,95039.73,2,147055.87
15700548,688,Ярославль,М,52,1,,2,172033.57
15611923,680,Рыбинск,М,35,9,,2,143774.06
15724298,516,Ярославль,Ж,43,2,112773.73,2,139366.58
15658192,680,Ярославль,Ж,37,10,123806.28,1,81776.84
15632529,604,Ярославль,М,53,8,144453.75,1,190998.96
15824620,624,Ростов Великий,М,27,9,94667.29,2,4470.52
15717926,623,Ярославль,М,21,10,,2,135851.3
15643470,624,Рыбинск,М,51,5,174397.21,2,172372.63
15821912,565,Ростов Великий,Ж,58,3,108888.24,3,135875.51
15648022,565,Ярославль,М,55,4,118803.35,2,128124.7
15717658,710,Ярославль,М,54,6,171137.62,1,167023.95
15780242,645,Ярославль,М,42,6,,1,149807.01
15823250,707,Ярославль,М,33,8,136678.52,1,54290.62
15666383,655,Рыбинск,Ж,36,1,135515.76,1,86013.96
15711208,705,Рыбинск,Ж,24,5,177799.83,2,79886.06
15735152,358,Рыбинск,Ж,52,8,143542.36,3,141959.11
15813875,578,Ростов Великий,М,34,8,147487.23,2,66680.77
15781054,800,Ярославль,Ж,40,5,97764.41,1,98640.15
15814979,612,Ярославль,Ж,33,9,,1,142797.5
15681199,681,Ростов Великий,Ж,48,8,139480.18,1,163581.67
15640824,559,Рыбинск,М,25,5,,2,163221.22
15736204,488,Рыбинск,Ж,39,9,140553.46,1,12440.44
15714666,717,Ярославль,Ж,36,5,,2,145551.6
15805004,666,Ярославль,Ж,41,10,141162.08,1,50908.48
15823690,582,Рыбинск,М,26,4,65848.36,2,30149.21
15742910,733,Рыбинск,Ж,30,0,83319.28,1,57769.2
15678464,693,Ярославль,М,41,4,,2,156381.47
15722019,694,Ярославль,Ж,33,4,129731.64,2,178123.86
15634122,622,Ярославль,Ж,35,5,,2,51112.8
15736928,598,Рыбинск,Ж,38,6,,2,173783.38
15628637,717,Рыбинск,М,35,1,,3,174770.14
15835065,494,Ростов Великий,М,37,5,107106.33,2,172063.09
15678333,644,Ярославль,М,33,8,,2,155294.17
15818616,554,Ярославль,Ж,30,9,,2,40320.3
15673649,476,Рыбинск,Ж,69,1,105303.73,1,134260.34
15799416,667,Ярославль,М,28,6,165798.1,1,147090.9
15630649,748,Рыбинск,Ж,40,4,,2,132368.47
15780341,531,Рыбинск,Ж,45,1,126495.57,2,164741.5
15670612,719,Рыбинск,Ж,47,9,116393.59,1,63051.32
15815337,845,Ростов Великий,Ж,41,2,81733.74,2,199761.29
15801342,738,Ярославль,М,54,4,,1,55725.04
15699843,563,Рыбинск,Ж,46,8,106171.68,1,163145.5
15665190,695,Рыбинск,М,28,0,96020.86,1,57992.49
15818539,841,Рыбинск,М,41,1,,2,193093.77
15613595,626,Ростов Великий,М,36,2,181671.16,2,57531.14
15791117,613,Ярославль,Ж,29,6,185709.28,2,77242.19
15829925,824,Ростов Великий,М,60,8,134250.17,3,153046.16
15708791,705,Ярославль,Ж,49,7,,1,63405.2
15660384,584,Ярославль,Ж,44,5,95671.75,2,106564.88
15798414,534,Ярославль,М,62,2,,2,42763.12
15667517,672,Ярославль,Ж,34,1,142151.75,2,168753.34
15822233,603,Ярославль,М,43,5,127823.93,1,19483.35
15610135,633,Ростов Великий,М,43,3,144164.29,1,158646.46
15656392,842,Ярославль,М,58,1,63492.94,1,83172.19
15777047,661,Ярославль,Ж,27,3,,2,76889.79
15699950,601,Ярославль,М,74,2,,2,51554.58
15842086,632,Ярославль,М,41,0,106134.46,1,105570.39
15772706,684,Ростов Великий,М,29,8,127269.75,1,79495.01
15768571,785,Ростов Великий,Ж,32,3,124493.03,2,52583.79
15788279,687,Ярославль,М,39,7,,2,26848.25
15770120,705,Ростов Великий,Ж,43,10,146547.78,1,10072.55
15709652,639,Ярославль,М,43,6,99610.92,2,187296.78
15775653,729,Ростов Великий,М,46,5,117837.43,1,104016.61
15654786,556,Рыбинск,Ж,48,8,168522.37,1,151310.16
15769003,570,Ярославль,М,32,9,117337.54,2,62810.91
15822860,841,Ярославль,М,74,9,108131.53,1,60830.38
15784974,705,Ростов Великий,М,35,4,136496.12,2,116672.02
15721760,553,Ярославль,М,32,3,116324.53,1,77304.49
15758033,779,Ростов Великий,Ж,40,2,75470.23,1,52894.01
15676348,696,Ярославль,М,28,4,172646.82,1,116471.43
15645665,728,Рыбинск,Ж,37,4,,1,4539.38
15739439,691,Ростов Великий,М,27,3,160358.68,2,142367.72
15799404,706,Ярославль,М,30,3,98415.37,1,110520.48
15608515,627,Ростов Великий,Ж,30,6,57809.32,1,188258.49
15838255,716,Ростов Великий,Ж,18,3,128743.8,1,197322.13
15804213,501,Ростов Великий,М,24,4,130806.42,2,80241.14
15774626,601,Ярославль,М,41,1,123971.16,1,172814.99
15675779,545,Рыбинск,Ж,39,6,,1,38410.74
15795689,634,Ярославль,М,45,9,,2,17622.82
15645824,451,Рыбинск,Ж,23,9,,2,48021.71
15649349,655,Ярославль,Ж,59,7,,1,88958.49
